Target_name,Complex_participants,Node_id,Target_type,Target_group,Target_group_score_normalized,Conectivity_Score
mitochondrial glycine transporter (appoptosin) (mitochondrial glycine transporter glyc) (solute carrier family 25 member 38),None,SLC25A38,0,T4,0.1,0.4913381389664754
mitochondrial coenzyme a transporter slc25a42 (solute carrier family 25 member 42),None,SLC25A42,0,T4,0.1,0.7550634330018269
mitochondrial outer membrane protein slc25a46 (solute carrier family 25 member 46),None,SLC25A46,0,T4,0.1,0.48830231898830045
sulfate anion transporter 1 (sat-1) (solute carrier family 26 member 1),None,SLC26A1,0,T4,0.1,0.5400532124263894
sulfate transporter (diastrophic dysplasia protein) (solute carrier family 26 member 2),None,SLC26A2,0,T4,0.1,0.6360332368673263
chloride anion exchanger (down-regulated in adenoma) (protein dra) (solute carrier family 26 member 3),None,SLC26A3,0,T4,0.1,0.7071971820491085
pendrin (sodium-independent chloride/iodide transporter) (solute carrier family 26 member 4),None,SLC26A4,0,T4,0.1,0.646773595959161
prestin (solute carrier family 26 member 5),None,SLC26A5,0,T4,0.1,0.6013428590139137
testis anion transporter 1 (anion exchange transporter) (solute carrier family 26 member 8),None,SLC26A8,0,T4,0.1,0.5122101118323694
long-chain fatty acid transport protein 4 (fatp-4) (fatty acid transport protein 4) (arachidonate--coa ligase) (ec 6.2.1.15) (long-chain-fatty-acid--coa ligase) (ec 6.2.1.3) (solute carrier family 27 member 4) (very long-chain acyl-coa synthetase 4) (acsvl4) (ec 6.2.1.-),None,SLC27A4,0,T4,0.1,0.7285663142915303
sodium/nucleoside cotransporter 1 (concentrative nucleoside transporter 1) (cnt 1) (hcnt1) (na(+)/nucleoside cotransporter 1) (sodium-coupled nucleoside transporter 1) (solute carrier family 28 member 1),None,SLC28A1,0,T4,0.1,0.9131203426774953
equilibrative nucleoside transporter 3 (hent3) (solute carrier family 29 member 3),None,SLC29A3,0,T4,0.1,0.6234369187558292
"proton-coupled zinc antiporter slc30a9, mitochondrial (human embryonic lung protein) (huel) (solute carrier family 30 member 9) (zinc transporter 9) (znt-9)",None,SLC30A9,0,T4,0.1,0.4075746610900309
acetyl-coenzyme a transporter 1 (at-1) (acetyl-coa transporter 1) (solute carrier family 33 member 1),None,SLC33A1,0,T4,0.1,0.39509169813077105
sodium-dependent phosphate transport protein 2a (sodium-phosphate transport protein 2a) (na(+)-dependent phosphate cotransporter 2a) (napi-3) (sodium/phosphate cotransporter 2a) (na(+)/pi cotransporter 2a) (napi-2a) (solute carrier family 34 member 1),None,SLC34A1,0,T4,0.1,0.6918560563444895
sodium-dependent phosphate transport protein 2b (sodium-phosphate transport protein 2b) (na(+)-dependent phosphate cotransporter 2b) (napi3b) (sodium/phosphate cotransporter 2b) (na(+)/pi cotransporter 2b) (napi-2b) (solute carrier family 34 member 2),None,SLC34A2,0,T4,0.1,0.6747814217900402
sodium-dependent phosphate transport protein 2c (sodium-phosphate transport protein 2c) (na(+)-dependent phosphate cotransporter 2c) (sodium/inorganic phosphate cotransporter iic) (sodium/phosphate cotransporter 2c) (na(+)/pi cotransporter 2c) (napi-2c) (solute carrier family 34 member 3),None,SLC34A3,0,T4,0.1,0.7181516130723948
udp-galactose translocator (solute carrier family 35 member a2) (udp-galactose transporter) (udp-gal-tr) (ugt),None,SLC35A2,0,T4,0.1,0.9721503174803406
proton-coupled amino acid transporter 2 (proton/amino acid transporter 2) (solute carrier family 36 member 2) (transmembrane domain rich protein 1) (tramdorin-1),None,SLC36A2,0,T4,0.1,0.625218949922767
sodium-coupled neutral amino acid transporter 3 (n-system amino acid transporter 1) (na(+)-coupled neutral amino acid transporter 3) (solute carrier family 38 member 3) (system n amino acid transporter 1),None,SLC38A3,0,T4,0.1,0.6066773694516358
zinc transporter zip4 (solute carrier family 39 member 4) (zrt- and irt-like protein 4) (zip-4),None,SLC39A4,0,T4,0.1,0.5134340983474458
"zinc transporter slc39a7 (histidine-rich membrane protein ke4) (really interesting new gene 5 protein) (solute carrier family 39 member 7) (zrt-, irt-like protein 7) (zip7)",None,SLC39A7,0,T4,0.1,0.5833529486442249
metal cation symporter zip8 (bcg-induced integral membrane protein in monocyte clone 103 protein) (liv-1 subfamily of zip zinc transporter 6) (lzt-hs6) (solute carrier family 39 member 8) (zrt- and irt-like protein 8) (zip-8),None,SLC39A8,0,T4,0.1,0.4536605459503171
zinc transporter zip13 (liv-1 subfamily of zip zinc transporter 9) (lzt-hs9) (solute carrier family 39 member 13) (zrt- and irt-like protein 13) (zip-13),None,SLC39A13,0,T4,0.1,0.4111598392361448
ferroportin (ferroportin-1) (iron-regulated transporter 1) (solute carrier family 40 member 1),None,SLC40A1,0,T4,0.1,0.7677418989033855
solute carrier family 41 member 1,None,SLC41A1,0,T4,0.1,0.6239594108581425
choline transporter-like protein 1 (cdw92) (solute carrier family 44 member 1) (cd antigen cd92),None,SLC44A1,0,T4,0.1,0.6501841752655797
choline transporter-like protein 4 (solute carrier family 44 member 4) (thiamine pyrophosphate transporter 1) (htppt1),None,SLC44A4,0,T4,0.1,0.5799895736902289
proton-associated sugar transporter a (past-a) (deleted in neuroblastoma 5 protein) (dnb-5) (solute carrier family 45 member 1),None,SLC45A1,0,T4,0.1,0.559270681747831
membrane-associated transporter protein (melanoma antigen aim1) (protein aim-1) (solute carrier family 45 member 2),None,SLC45A2,0,T4,0.1,0.6740087176210477
proton-coupled folate transporter (hspcft) (hpcft) (heme carrier protein 1) (pcft/hcp1) (solute carrier family 46 member 1),None,SLC46A1,0,T4,0.1,0.7456094218161279
solute carrier family 49 member 4 (disrupted in renal cancer protein 2) (disrupted in renal carcinoma protein 2),None,SLC49A4,0,T4,0.1,0.7637638288061361
organic solute transporter subunit alpha (ost-alpha) (solute carrier family 51 subunit alpha),None,SLC51A,0,T4,0.1,0.8994935685343393
organic solute transporter subunit beta (ost-beta) (solute carrier family 51 subunit beta),None,SLC51B,0,T4,0.1,0.9000867276862379
"solute carrier family 52, riboflavin transporter, member 1 (porcine endogenous retrovirus a receptor 2) (perv-a receptor 2) (hupar-2) (protein gpr172b) (riboflavin transporter 1) (hrft1)",None,SLC52A1,0,T4,0.1,0.5609872802596761
"solute carrier family 52, riboflavin transporter, member 2 (porcine endogenous retrovirus a receptor 1) (perv-a receptor 1) (protein gpr172a) (riboflavin transporter 3) (hrft3)",None,SLC52A2,0,T4,0.1,0.6121193981442702
"solute carrier family 52, riboflavin transporter, member 3 (riboflavin transporter 2) (hrft2)",None,SLC52A3,0,T4,0.1,0.5351440650531066
solute carrier organic anion transporter family member 2a1 (slco2a1) (oatp2a1) (phoar2) (prostaglandin transporter) (pgt) (solute carrier family 21 member 2) (slc21a2),None,SLCO2A1,0,T4,0.1,0.9182300596372126
slit and ntrk-like protein 1 (leucine-rich repeat-containing protein 12),None,SLITRK1,0,T4,0.1,0.8094322383267418
slit and ntrk-like protein 6,None,SLITRK6,0,T4,0.1,0.5914541743894038
secreted ly-6/upar-related protein 1 (slurp-1) (ars component b) (ars(component b)-81/s) (anti-neoplastic urinary protein) (anup),None,SLURP1,0,T4,0.1,0.7758471901876566
protein slx4ip (slx4-interacting protein),None,SLX4IP,0,T4,0.1,0.6044482206174671
mothers against decapentaplegic homolog 6 (mad homolog 6) (mothers against dpp homolog 6) (smad family member 6) (smad 6) (smad6) (hsmad6),None,SMAD6,0,T4,0.1,0.8165106017880044
mothers against decapentaplegic homolog 7 (mad homolog 7) (mothers against dpp homolog 7) (mothers against decapentaplegic homolog 8) (mad homolog 8) (mothers against dpp homolog 8) (smad family member 7) (smad 7) (smad7) (hsmad7),None,SMAD7,0,T4,0.1,0.9158977447391288
mothers against decapentaplegic homolog 9 (mad homolog 9) (mothers against dpp homolog 9) (madh6) (smad family member 9) (smad 9) (smad9),None,SMAD9,0,T4,0.1,0.8051433521006534
swi/snf-related matrix-associated actin-dependent regulator of chromatin subfamily a containing dead/h box 1 (ec 3.6.4.12) (atp-dependent helicase 1) (hhel1),None,SMARCAD1,0,T4,0.1,0.7870273674901815
swi/snf-related matrix-associated actin-dependent regulator of chromatin subfamily a-like protein 1 (ec 3.6.4.-) (hepa-related protein) (hharp) (sucrose nonfermenting protein 2-like 1),None,SMARCAL1,0,T4,0.1,0.7292669584061322
structural maintenance of chromosomes flexible hinge domain-containing protein 1 (smc hinge domain-containing protein 1) (ec 3.6.1.-),None,SMCHD1,0,T4,0.1,0.847606680963935
sparc-related modular calcium-binding protein 1 (secreted modular calcium-binding protein 1) (smoc-1),None,SMOC1,0,T4,0.1,0.6088313673515895
sphingomyelin phosphodiesterase 4 (ec 3.1.4.12) (neutral sphingomyelinase 3) (nsmase-3) (nsmase3) (neutral sphingomyelinase iii),None,SMPD4,0,T4,0.1,0.5545725288762399
spermine synthase (spmsy) (ec 2.5.1.22) (spermidine aminopropyltransferase),None,SMS,0,T4,0.1,0.567018236308252
zinc finger protein snai2 (neural crest transcription factor slug) (protein snail homolog 2),None,SNAI2,0,T4,0.1,0.8876214881920647
synaptosomal-associated protein 25 (snap-25) (super protein) (sup) (synaptosomal-associated 25 kda protein),None,SNAP25,0,T4,0.1,0.820795453485514
synaptosomal-associated protein 29 (snap-29) (soluble 29 kda nsf attachment protein) (vesicle-membrane fusion protein snap-29),None,SNAP29,0,T4,0.1,0.4648065003064825
synphilin-1 (sph1) (alpha-synuclein-interacting protein),None,SNCAIP,0,T4,0.1,0.7928501988410387
sorting nexin-3 (protein sdp3),None,SNX3,0,T4,0.1,0.4615561796163167
sorting nexin-10,None,SNX10,0,T4,0.1,0.58031622317713
suppressor of cytokine signaling 1 (socs-1) (jak-binding protein) (jab) (stat-induced stat inhibitor 1) (ssi-1) (tec-interacting protein 3) (tip-3),None,SOCS1,0,T4,0.1,1.11757394607277
suppressor of cytokine signaling 3 (socs-3) (cytokine-inducible sh2 protein 3) (cis-3) (stat-induced stat inhibitor 3) (ssi-3),None,SOCS3,0,T4,0.1,1.0567705303744896
"superoxide dismutase [mn], mitochondrial (ec 1.15.1.1)",None,SOD2,0,T4,0.1,0.8218722825317903
spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 1,None,SOHLH1,0,T4,0.1,0.37969117856736884
protein son (bax antagonist selected in saccharomyces 1) (bass1) (negative regulatory element-binding protein) (nre-binding protein) (protein dbp-5) (son3),None,SON,0,T4,0.1,0.6421307436987089
"sorbitol dehydrogenase (sdh) (ec 1.1.1.-) ((r,r)-butanediol dehydrogenase) (ec 1.1.1.4) (l-iditol 2-dehydrogenase) (ec 1.1.1.14) (polyol dehydrogenase) (ribitol dehydrogenase) (rdh) (ec 1.1.1.56) (xylitol dehydrogenase) (xdh) (ec 1.1.1.9)",None,SORD,0,T4,0.1,0.7075475733672079
sortilin-related receptor (low-density lipoprotein receptor relative with 11 ligand-binding repeats) (ldlr relative with 11 ligand-binding repeats) (lr11) (sorla-1) (sorting protein-related receptor containing ldlr class a repeats) (sorla),None,SORL1,0,T4,0.1,0.8421887602948653
sortilin (100 kda nt receptor) (glycoprotein 95) (gp95) (neurotensin receptor 3) (nt3) (ntr3),None,SORT1,0,T4,0.1,0.7912777480702131
son of sevenless homolog 2 (sos-2),None,SOS2,0,T4,0.1,0.9068192351092531
sclerostin,None,SOST,0,T4,0.1,0.7877845763870982
transcription factor sox-2,None,SOX2,0,T4,0.1,0.8449766250111185
transcription factor sox-3,None,SOX3,0,T4,0.1,0.5508137855864651
transcription factor sox-4,None,SOX4,0,T4,0.1,0.8824123160679509
transcription factor sox-5,None,SOX5,0,T4,0.1,0.5192019373088725
transcription factor sox-6,None,SOX6,0,T4,0.1,0.7345548473162337
transcription factor sox-9,None,SOX9,0,T4,0.1,0.8275773027532413
transcription factor sox-10,None,SOX10,0,T4,0.1,0.7662839829538096
transcription factor sox-11,None,SOX11,0,T4,0.1,0.6622515603434771
transcription factor sox-13 (islet cell antigen 12) (sry (sex determining region y)-box 13) (type 1 diabetes autoantigen ica12),None,SOX13,0,T4,0.1,0.5030354757662152
transcription factor sox-17,None,SOX17,0,T4,0.1,0.7794514680848581
transcription factor sox-18,None,SOX18,0,T4,0.1,0.6183961566001914
transcription factor sp7 (zinc finger protein osterix),None,SP7,0,T4,0.1,0.8032437625616697
sp110 nuclear body protein (interferon-induced protein 41/75) (speckled 110 kda) (transcriptional coactivator sp110),None,SP110,0,T4,0.1,0.7032928461030187
sperm-associated antigen 17 (projection protein pf6 homolog),None,SPAG17,0,T4,0.1,0.41648063502211985
sparc (basement-membrane protein 40) (bm-40) (osteonectin) (on) (secreted protein acidic and rich in cysteine),None,SPARC,0,T4,0.1,0.7160416254986912
spartin (spastic paraplegia 20 protein) (trans-activated by hepatitis c virus core protein 1),None,SPART,0,T4,0.1,0.5519579327971957
spastin (ec 5.6.1.1) (spastic paraplegia 4 protein),None,SPAST,0,T4,0.1,0.51696244665723
atpase family gene 2 protein homolog a (ec 3.6.4.10) (afg2 aaa atpase homolog a) (ribosome biogenesis protein spata5) (spermatogenesis-associated factor protein) (spermatogenesis-associated protein 5),None,SPATA5,0,T4,0.1,0.5479765405006042
atpase family gene 2 protein homolog b (ec 3.6.4.10) (afg2 aaa atpase homolog b) (ribosome biogenesis protein spata5l1) (spermatogenesis-associated protein 5-like protein 1),None,SPATA5L1,0,T4,0.1,0.556481005076289
spermatogenesis-associated protein 7 (hsd-3.1) (spermatogenesis-associated protein hsd3),None,SPATA7,0,T4,0.1,0.6154651172505698
spermatogenesis-associated protein 16 (testis development protein nyd-sp12),None,SPATA16,0,T4,0.1,0.5296950434631906
speedy protein e1 (williams-beuren syndrome chromosomal region 19 protein),None,SPDYE1,0,T4,0.1,0.7038627015463945
cytospin-b (nuclear structure protein 5) (nsp5) (sperm antigen hcmogt-1) (sperm antigen with calponin homology and coiled-coil domains 1),None,SPECC1,0,T4,0.1,0.8202703378095019
cytospin-a (renal carcinoma antigen ny-ren-22) (sperm antigen with calponin homology and coiled-coil domains 1-like) (specc1-like protein),None,SPECC1L,0,T4,0.1,0.536693695641116
sperm flagellar protein 2 (protein kpl2),None,SPEF2,0,T4,0.1,0.4835194910285908
striated muscle preferentially expressed protein kinase (ec 2.7.11.1) (aortic preferentially expressed protein 1) (apeg-1),None,SPEG,0,T4,0.1,0.7830037857582597
msx2-interacting protein (smart/hdac1-associated repressor protein) (spen homolog),None,SPEN,0,T4,0.1,0.7755111981779782
mitochondrial inner membrane m-aaa protease component paraplegin (ec 3.4.24.-) (ec 3.6.-.-) (cell matrix adhesion regulator) (paraplegin) (spastic paraplegia 7 protein),None,SPG7,0,T4,0.1,0.6440713766355396
spatacsin (colorectal carcinoma-associated protein) (spastic paraplegia 11 protein),None,SPG11,0,T4,0.1,0.599421479876445
maspardin (acid cluster protein 33) (spastic paraplegia 21 autosomal recessive mast syndrome protein) (spastic paraplegia 21 protein),None,SPG21,0,T4,0.1,0.5332619608574897
sphingosine kinase 2 (sk 2) (spk 2) (ec 2.7.1.91),None,SPHK2,0,T4,0.1,0.8683023577370477
transcription factor pu.1 (31 kda-transforming protein),None,SPI1,0,T4,0.1,0.8543577824614695
serine protease inhibitor kazal-type 1 (pancreatic secretory trypsin inhibitor) (tumor-associated trypsin inhibitor) (tati),None,SPINK1,0,T4,0.1,0.7611641574800674
serine protease inhibitor kazal-type 2 (acrosin-trypsin inhibitor) (epididymis tissue protein li 172) (husi-ii),None,SPINK2,0,T4,0.1,0.5836276810746518
serine protease inhibitor kazal-type 5 (lympho-epithelial kazal-type-related inhibitor) (lekti) [cleaved into: hemofiltrate peptide hf6478; hemofiltrate peptide hf7665],None,SPINK5,0,T4,0.1,0.5218568444144632
kunitz-type protease inhibitor 2 (hepatocyte growth factor activator inhibitor type 2) (hai-2) (placental bikunin),None,SPINT2,0,T4,0.1,0.6309487837742611
sphingosine-1-phosphate transporter spns2 (protein spinster homolog 2),None,SPNS2,0,T4,0.1,0.7252702124102229
speckle-type poz protein (hib homolog 1) (roadkill homolog 1),None,SPOP,0,T4,0.1,1.129439200625074
signal peptide peptidase-like 2a (spp-like 2a) (sppl2a) (ec 3.4.23.-) (intramembrane protease 3) (imp-3) (presenilin-like protein 2),None,SPPL2A,0,T4,0.1,0.7656738037659045
sepiapterin reductase (spr) (ec 1.1.1.153),None,SPR,0,T4,0.1,0.7562259234604531
"sprouty-related, evh1 domain-containing protein 1 (spred-1) (hspred1)",None,SPRED1,0,T4,0.1,1.0738190175989115
"sprouty-related, evh1 domain-containing protein 2 (spred-2)",None,SPRED2,0,T4,0.1,1.09140060245486
dna-dependent metalloprotease sprtn (ec 3.4.24.-) (dna damage protein targeting vcp) (dvc1) (protein with sprt-like domain at the n terminus) (spartan),None,SPRTN,0,T4,0.1,0.6551396364319589
protein sprouty homolog 2 (spry-2),None,SPRY2,0,T4,0.1,0.6937965096204013
protein sprouty homolog 4 (spry-4),None,SPRY4,0,T4,0.1,0.6875849669763041
"spectrin alpha chain, non-erythrocytic 1 (alpha-ii spectrin) (fodrin alpha chain) (spectrin, non-erythroid alpha subunit)",None,SPTAN1,0,T4,0.1,0.7834587315640565
"spectrin beta chain, non-erythrocytic 1 (beta-ii spectrin) (fodrin beta chain) (spectrin, non-erythroid beta chain 1)",None,SPTBN1,0,T4,0.1,0.7406904232393492
"spectrin beta chain, non-erythrocytic 2 (beta-iii spectrin) (spinocerebellar ataxia 5 protein)",None,SPTBN2,0,T4,0.1,0.726899559342407
"spectrin beta chain, non-erythrocytic 4 (beta-iv spectrin) (spectrin, non-erythroid beta chain 3)",None,SPTBN4,0,T4,0.1,0.7045082830047273
"sulfide:quinone oxidoreductase, mitochondrial (sqor) (ec 1.8.5.8) (sulfide dehydrogenase-like) (sulfide quinone oxidoreductase)",None,SQOR,0,T4,0.1,0.6559356740941602
sequestosome-1 (ebi3-associated protein of 60 kda) (ebiap) (p60) (phosphotyrosine-independent ligand for the lck sh2 domain of 62 kda) (ubiquitin-binding protein p62),None,SQSTM1,0,T4,0.1,1.0124916279939047
polyprenol reductase (ec 1.3.1.94) (3-oxo-5-alpha-steroid 4-dehydrogenase 3) (ec 1.3.1.22) (steroid 5-alpha-reductase 2-like) (steroid 5-alpha-reductase 3) (s5ar 3) (sr type 3),None,SRD5A3,0,T4,0.1,0.928119515049686
sterol regulatory element-binding protein 1 (srebp-1) (class d basic helix-loop-helix protein 1) (bhlhd1) (sterol regulatory element-binding transcription factor 1) [cleaved into: processed sterol regulatory element-binding protein 1 (transcription factor srebf1)],None,SREBF1,0,T4,0.1,0.9122375526580739
slit-robo rho gtpase-activating protein 1 (srgap1) (rho gtpase-activating protein 13),None,SRGAP1,0,T4,0.1,0.5478534584693696
slit-robo rho gtpase-activating protein 2 (srgap2) (formin-binding protein 2) (rho gtpase-activating protein 34),None,SRGAP2,0,T4,0.1,0.6607333624908874
slit-robo rho gtpase-activating protein 3 (srgap3) (mental disorder-associated gap) (rho gtpase-activating protein 14) (wave-associated rac gtpase-activating protein) (wrp),None,SRGAP3,0,T4,0.1,0.622360673358713
sushi repeat-containing protein srpx2 (sushi-repeat protein upregulated in leukemia),None,SRPX2,0,T4,0.1,0.5758850655744026
sex-determining region y protein (testis-determining factor),None,SRY,0,T4,0.1,0.7738575490528229
"single-stranded dna-binding protein, mitochondrial (mt-ssb) (mtssb) (pwp1-interacting protein 17)",None,SSBP1,0,T4,0.1,0.6802754434746087
"ba564h18.1 (synovial sarcoma, x breakpoint 2)",None,SSX2,0,T4,0.1,0.7724901679188476
"lactosylceramide alpha-2,3-sialyltransferase (ec 2.4.3.9) (cmp-neuac:lactosylceramide alpha-2,3-sialyltransferase) (gm3 synthase) (ganglioside gm3 synthase) (st3gal v) (st3galv) (sialyltransferase 9)",None,ST3GAL5,0,T4,0.1,0.46916413941256385
sh3 and cysteine-rich domain-containing protein 3,None,STAC3,0,T4,0.1,0.603946232091762
stam-binding protein (ec 3.4.19.-) (associated molecule with the sh3 domain of stam) (endosome-associated ubiquitin isopeptidase),None,STAMBP,0,T4,0.1,0.681312724348265
"steroidogenic acute regulatory protein, mitochondrial (star) (start domain-containing protein 1) (stard1)",None,STAR,0,T4,0.1,0.8463463979686106
metalloreductase steap3 (ec 1.16.1.-) (dudulin-2) (six-transmembrane epithelial antigen of prostate 3) (tumor suppressor-activated pathway protein 6) (htsap6) (phyde) (hphyde),None,STEAP3,0,T4,0.1,0.6950079888944359
stromal interaction molecule 1,None,STIM1,0,T4,0.1,0.8150120394847684
inactive serine/threonine-protein kinase 19 (protein g11) (protein rp1),None,STK19,0,T4,0.1,0.6737424951948822
storkhead-box protein 1 (winged-helix domain-containing protein),None,STOX1,0,T4,0.1,0.6816994489941129
receptor for retinol uptake stra6 (retinol-binding protein receptor stra6) (stimulated by retinoic acid gene 6 protein homolog),None,STRA6,0,T4,0.1,0.923196900988624
stereocilin,None,STRC,0,T4,0.1,0.5760128992497145
e3 ubiquitin-protein ligase chip (ec 2.3.2.27) (antigen ny-co-7) (cll-associated antigen kw-8) (carboxy terminus of hsp70-interacting protein) (ring-type e3 ubiquitin transferase chip) (stip1 homology and u box-containing protein 1),None,STUB1,0,T4,0.1,0.899516390531149
syntaxin-1a (neuron-specific antigen hpc-1),None,STX1A,0,T4,0.1,0.7688616749927198
syntaxin-1b (syntaxin-1b1) (syntaxin-1b2),None,STX1B,0,T4,0.1,0.7696285974997142
syntaxin-3,None,STX3,0,T4,0.1,0.48011962378532064
syntaxin-11,None,STX11,0,T4,0.1,0.5380533788508054
syntaxin-16 (syn16),None,STX16,0,T4,0.1,0.5807762215317509
syntaxin-binding protein 1 (munc18-1) (n-sec1) (protein unc-18 homolog 1) (unc18-1) (protein unc-18 homolog a) (unc-18a) (p67),None,STXBP1,0,T4,0.1,0.8182377984283782
syntaxin-binding protein 2 (protein unc-18 homolog 2) (unc18-2) (protein unc-18 homolog b) (unc-18b),None,STXBP2,0,T4,0.1,0.5325016539083142
succinate--hydroxymethylglutarate coa-transferase (ec 2.8.3.13) (dermal papilla-derived protein 13) (succinylcoa:glutarate-coa transferase),None,SUGCT,0,T4,0.1,0.5407307715788306
sulfotransferase 2b1 (ec 2.8.2.2) (alcohol sulfotransferase) (hydroxysteroid sulfotransferase 2) (sulfotransferase family 2b member 1) (sulfotransferase family cytosolic 2b member 1) (st2b1),None,SULT2B1,0,T4,0.1,0.8645929748399888
formylglycine-generating enzyme (fge) (ec 1.8.3.7) (c-alpha-formylglycine-generating enzyme 1) (sulfatase-modifying factor 1),None,SUMF1,0,T4,0.1,0.6651388106829134
small ubiquitin-related modifier 1 (sumo-1) (gap-modifying protein 1) (gmp1) (smt3 homolog 3) (sentrin) (ubiquitin-homology domain protein pic1) (ubiquitin-like protein smt3c) (smt3c) (ubiquitin-like protein ubl1),None,SUMO1,0,T4,0.1,0.984208446512106
small ubiquitin-related modifier 4 (sumo-4) (small ubiquitin-like protein 4),None,SUMO4,0,T4,0.1,0.6731678146870436
sun domain-containing protein 5 (sad1 and unc84 domain-containing protein 5) (sperm-associated antigen 4-like protein) (testis and spermatogenesis-related gene 4 protein),None,SUN5,0,T4,0.1,0.42218655280860307
"sulfite oxidase, mitochondrial (ec 1.8.3.1)",None,SUOX,0,T4,0.1,0.6034229078240314
surfeit locus protein 1,None,SURF1,0,T4,0.1,0.5592168054218744
supervillin (archvillin) (p205/p250),None,SVIL,0,T4,0.1,0.7815960089588991
synapsin-1 (brain protein 4.1) (synapsin i),None,SYN1,0,T4,0.1,0.8728184402977176
synapsin-2 (synapsin ii),None,SYN2,0,T4,0.1,0.8597572199313528
ras/rap gtpase-activating protein syngap (neuronal rasgap) (synaptic ras gtpase-activating protein 1) (synaptic ras-gap 1),None,SYNGAP1,0,T4,0.1,0.8362949058059743
"synaptojanin-1 (ec 3.1.3.36) (synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)",None,SYNJ1,0,T4,0.1,0.7472749213406122
synaptophysin (major synaptic vesicle protein p38),None,SYP,0,T4,0.1,0.84931920348574
synaptotagmin-1 (synaptotagmin i) (syti) (p65),None,SYT1,0,T4,0.1,0.8001694104943814
synaptotagmin-2 (synaptotagmin ii) (sytii),None,SYT2,0,T4,0.1,0.5956972590908705
synaptotagmin-14 (synaptotagmin xiv) (sytxiv),None,SYT14,0,T4,0.1,0.522423753319996
e3 ubiquitin-protein ligase synoviolin (ec 2.3.2.27) (ring-type e3 ubiquitin transferase synoviolin) (synovial apoptosis inhibitor 1),None,SYVN1,0,T4,0.1,0.6645891135663496
tgf-beta-activated kinase 1 and map3k7-binding protein 2 (mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (tak1-binding protein 2) (tab-2) (tgf-beta-activated kinase 1-binding protein 2),None,TAB2,0,T4,0.1,0.9138589918979129
tachykinin-3 (zneurok1) [cleaved into: neurokinin-b (nkb) (neuromedin-k)],None,TAC3,0,T4,0.1,0.7157353480681079
translational activator of cytochrome c oxidase 1 (coiled-coil domain-containing protein 44) (translational activator of mitochondrially-encoded cytochrome c oxidase i),None,TACO1,0,T4,0.1,0.5507113531288401
neuromedin-k receptor (nkr) (nk-3 receptor) (nk-3r) (neurokinin b receptor) (tachykinin receptor 3),None,TACR3,0,T4,0.1,0.7501184563351674
tumor-associated calcium signal transducer 2 (cell surface glycoprotein trop-2) (membrane component chromosome 1 surface marker 1) (pancreatic carcinoma marker protein ga733-1),None,TACSTD2,0,T4,0.1,0.7179263792093521
transcription initiation factor tfiid subunit 1 (ec 2.3.1.48) (ec 2.7.11.1) (cell cycle gene 1 protein) (tbp-associated factor 250 kda) (p250) (transcription initiation factor tfiid 250 kda subunit) (taf(ii)250) (tafii-250) (tafii250),None,TAF1,0,T4,0.1,0.7759247917360165
tata-binding protein-associated factor 2n (68 kda tata-binding protein-associated factor) (taf(ii)68) (tafii68) (rna-binding protein 56),None,TAF15,0,T4,0.1,0.8072133829419431
t-cell acute lymphocytic leukemia protein 1 (tal-1) (class a basic helix-loop-helix protein 17) (bhlha17) (stem cell protein) (t-cell leukemia/lymphoma protein 5),None,TAL1,0,T4,0.1,0.8237620769431474
transaldolase (ec 2.2.1.2),None,TALDO1,0,T4,0.1,0.6952462688565711
"protein tanc2 (tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2)",None,TANC2,0,T4,0.1,0.5835451343137381
antigen peptide transporter 1 (apt1) (ec 7.4.2.14) (atp-binding cassette sub-family b member 2) (peptide supply factor 1) (peptide transporter psf1) (psf-1) (peptide transporter tap1) (peptide transporter involved in antigen processing 1) (really interesting new gene 4 protein) (ring4),None,TAP1,0,T4,0.1,0.7108499905895703
antigen peptide transporter 2 (apt2) (ec 7.4.2.14) (atp-binding cassette sub-family b member 3) (peptide supply factor 2) (peptide transporter psf2) (psf-2) (peptide transporter tap2) (peptide transporter involved in antigen processing 2) (really interesting new gene 11 protein) (ring11),None,TAP2,0,T4,0.1,0.7852845910815571
transmembrane anterior posterior transformation protein 1 homolog (cytomegalovirus partial fusion receptor),None,TAPT1,0,T4,0.1,0.46146183048862977
"threonine--trna ligase 1, cytoplasmic (ec 6.1.1.3) (threonyl-trna synthetase) (thrrs) (threonyl-trna synthetase 1)",None,TARS1,0,T4,0.1,0.6690237682023791
"threonine--trna ligase, mitochondrial (ec 6.1.1.3) (threonyl-trna synthetase) (thrrs) (threonyl-trna synthetase-like 1)",None,TARS2,0,T4,0.1,0.6279125967671032
threonine aspartase 1 (taspase-1) (ec 3.4.25.-) [cleaved into: threonine aspartase subunit alpha; threonine aspartase subunit beta],None,TASP1,0,T4,0.1,0.5455426204463756
tbc1 domain family member 4 (akt substrate of 160 kda) (as160),None,TBC1D4,0,T4,0.1,0.7840982935426754
tbc1 domain family member 8b,None,TBC1D8B,0,T4,0.1,0.4917976015900894
tbc1 domain family member 20,None,TBC1D20,0,T4,0.1,0.40819649102753214
